Code;School_Name;Street;Suburb;State;Postcode;Postal_Street;Postal_Suburb;Postal_State;Postal_Postcode;Latitude;Longitude;Phone;Education_Region;Broad_Classification;Classification_Group;Low_Year;High_Year;KIN;PPR;Y01;Y02;Y03;Y04;Y05;Y06;UPR;Y07;Y08;Y09;Y10;Y11;Y12;USE;Total_Students
4148;COODANUP COLLEGE;WANJEEP STREET;MANDURAH;WA;6210;WANJEEP STREET;MANDURAH;WA;6210;-32.54610231;115.7489824;08 9581 0900;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;142;129;162;126;121;87;;767
5112;COOGEE PRIMARY SCHOOL;22 MAYOR ROAD;COOGEE;WA;6166;22 MAYOR ROAD;COOGEE;WA;6166;-32.12709335;115.77182422;08 6595 4900 ;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;60;82;77;83;94;79;55;74;;;;;;;;;604
5071;COOINDA PRIMARY SCHOOL;10 ALLEN STREET;EAST BUNBURY;WA;6230;PO BOX 2454;BUNBURY;WA;6231;-33.33437038;115.65190771;08 9724 3000;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;24;34;46;28;43;36;43;48;;;;;;;;;302
5791;COOLBELLUP COMMUNITY SCHOOL;15 WAVERLEY ROAD;COOLBELLUP;WA;6163;15 WAVERLEY ROAD;COOLBELLUP;WA;6163;-32.08185386;115.80880512;08 9487 9500;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;25;23;23;18;21;33;30;28;;;;;;;;;201
6047;COOLBELLUP LEARNING CENTRE;15 WAVERLEY ROAD;COOLBELLUP;WA;6163;15 WAVERLEY ROAD;COOLBELLUP;WA;6163;-32.08185386;115.80880512;08 9487 9502;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;2;5;7;7;12;6;4;7;;;;;;;;;50
5116;COOLBINIA PRIMARY SCHOOL;BRADFORD STREET;COOLBINIA;WA;6050;BRADFORD STREET;COOLBINIA;WA;6050;-31.91309496;115.8590308;08 9427 8450;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;43;41;55;46;58;57;50;;;;;;;;;389
5117;COOLGARDIE PRIMARY SCHOOL;46 SHAW STREET;COOLGARDIE;WA;6429;46 SHAW STREET;COOLGARDIE;WA;6429;-30.95018807;121.16714828;08 9068 3100;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;5;6;5;3;4;4;5;10;;;;;;;;;42
5606;COOLOONGUP PRIMARY SCHOOL;21 WESTERLY WAY;COOLOONGUP;WA;6168;21 WESTERLY WAY;COOLOONGUP;WA;6168;-32.29797619;115.75528192;08 9591 6900;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;44;38;47;43;41;51;49;;;;;;;;;350
5120;COOROW PRIMARY SCHOOL;14 BRISTOL STREET;COOROW;WA;6515;14 BRISTOL STREET;COOROW;WA;6515;-29.87940195;116.0234057;08 9952 2800;MIDWEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;3;7;8;3;3;5;3;5;;;;;;;;;37
1329;CORNERSTONE CHRISTIAN COLLEGE;GRACE COURT;BUSSELTON;WA;6280;GRACE COURT;BUSSELTON;WA;6280;-33.67026207;115.3229807;08 6706 7100;SOUTH WEST;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;32;21;25;35;26;33;33;31;;39;41;28;33;16;12;;405
1299;CORPUS CHRISTI COLLEGE;MURDOCH DRIVE;BATEMAN;WA;6150;MURDOCH DRIVE;BATEMAN;WA;6150;-32.05699614;115.8429056;08 6332 2500;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;80;59;60;60;60;64;64;64;;234;235;197;233;209;204;;1,823
4068;CORRIGIN DISTRICT HIGH SCHOOL;53 LYNCH STREET;CORRIGIN;WA;6375;53 LYNCH STREET;CORRIGIN;WA;6375;-32.32675596;117.87718466;08 9063 4400;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;9;18;12;12;16;11;15;13;;6;2;2;11;;;;127
5123;COTTESLOE PRIMARY SCHOOL;530 STIRLING HIGHWAY;PEPPERMINT GROVE;WA;6011;530 STIRLING HIGHWAY;PEPPERMINT GROVE;WA;6011;-32.002516;115.761337;08 9382 7300;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;43;41;50;41;47;52;37;;;;;;;;;348
1465;COURT GRAMMAR SCHOOL;1 BISHOP ROAD;MUNDIJONG;WA;6123;1 BISHOP ROAD;MUNDIJONG;WA;6123;-32.26965841;115.99128059;08 9526 5000;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;89;52;54;56;70;50;73;61;;108;82;81;65;58;54;;953
5125;COWARAMUP PRIMARY SCHOOL;24 WAVERLEY ROAD;COWARAMUP;WA;6284;PO BOX 380;COWARAMUP;WA;6284;-33.85180355;115.1071506;08 9756 5400;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;49;33;75;46;38;43;42;;;;;;;;;366
5816;CRAIGIE HEIGHTS PRIMARY SCHOOL;47 SPINAWAY STREET;CRAIGIE;WA;6025;47 SPINAWAY STREET;CRAIGIE;WA;6025;-31.79004304;115.76026443;08 6206 2200;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;43;57;47;48;49;43;48;;;;;;;;;375
5126;CRANBROOK PRIMARY SCHOOL;63 KING STREET;CRANBROOK;WA;6321;PO BOX 109;CRANBROOK;WA;6321;-34.29276525;117.55080162;08 9826 0000;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;6;6;10;6;5;6;11;7;;;;;;;;;57
6059;CREANEY EDUCATION SUPPORT CENTRE;50 KINGSLEY DRIVE;KINGSLEY;WA;6026;6 CREANEY DRIVE;KINGSLEY;WA;6026;-31.80400875;115.7885222;08 9408 2950;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;6;6;2;11;11;13;9;4;;;;;;;;;62
5667;CREANEY PRIMARY SCHOOL;6 CREANEY DRIVE;KINGSLEY;WA;6026;6 CREANEY DRIVE;KINGSLEY;WA;6026;-31.80400875;115.78852238;08 9408 2900;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;41;36;49;52;54;44;52;33;;;;;;;;;361
5127;CUE PRIMARY SCHOOL;SIMPSON STREET;CUE;WA;6640;PO BOX 58;CUE;WA;6640;-27.42017103;117.8970268;08 9963 0200;MIDWEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y10;3;4;3;3;4;2;2;1;;1;1;1;2;;;;27
4069;CUNDERDIN DISTRICT HIGH SCHOOL;CUBBINE STREET;CUNDERDIN;WA;6407;CUBBINE STREET;CUNDERDIN;WA;6407;-31.65627;117.243877;08 9635 3300;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;15;11;14;16;13;15;14;20;;13;13;15;15;;;;174
5757;CURRAMBINE PRIMARY SCHOOL;28 AMBASSADOR DRIVE;CURRAMBINE;WA;6028;28 AMBASSADOR DRIVE;CURRAMBINE;WA;6028;-31.73364969;115.74910221;08 6207 6100;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;99;90;102;99;99;107;94;89;;;;;;;;;779
5257;CURTIN PRIMARY SCHOOL;20 GOSS AVENUE;MANNING;WA;6152;20 GOSS AVENUE;MANNING;WA;6152;-32.00690937;115.87376105;08 6455 8050;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;20;25;22;25;12;13;24;20;;;;;;;;;161
4015;CYRIL JACKSON SENIOR CAMPUS;53 REID STREET;BASSENDEAN;WA;6054;PO BOX 108;BASSENDEAN;WA;6934;-31.91290966;115.94246463;08 9413 4700;NORTH METROPOLITAN;Senior Colleges;SECONDARY SCHOOLS;Y11;Y12;;;;;;;;;;;;;;368;66;;434
6048;CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE;53 REID STREET;BASSENDEAN;WA;6054;PO BOX 108;BASSENDEAN;WA;6934;-31.91290966;115.94246463;08 9413 4850;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;Y10;Y12;;;;;;;;;;;;;6;10;24;;40
1306;DALE CHRISTIAN COLLEGE WA;150 FORREST ROAD;ARMADALE;WA;6112;150 FORREST ROAD;ARMADALE;WA;6112;-32.15932611;115.99873573;08 9497 1444;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;37;54;36;51;56;44;57;43;;53;55;42;39;37;31;;635
5131;DALKEITH PRIMARY SCHOOL;44 CIRCE CIRCLE;DALKEITH;WA;6009;PO BOX 5402;DALKEITH;WA;6009;-31.99644115;115.79787198;08 9287 7100;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;37;29;46;49;54;45;41;42;;;;;;;;;343
5703;DALMAIN PRIMARY SCHOOL;64 DALMAIN STREET;KINGSLEY;WA;6026;64 DALMAIN STREET;KINGSLEY;WA;6026;-31.81392422;115.7907121;08 6207 2200;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;41;29;50;29;29;29;34;;;;;;;;;275
4070;DALWALLINU DISTRICT HIGH SCHOOL;97 JOHNSTON STREET;DALWALLINU;WA;6609;97 JOHNSTON STREET;DALWALLINU;WA;6609;-30.2704732;116.66108786;08 6661 1500;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;16;23;22;21;11;22;24;19;;19;13;15;14;1;2;;222
4183;DALYELLUP COLLEGE;WAKE DRIVE;DALYELLUP;WA;6230;PO BOX 1096;BUNBURY;WA;6231;-33.40385496;115.6257673;08 9797 9200;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;102;114;101;125;98;81;;621
5779;DALYELLUP PRIMARY SCHOOL;14 HARTOG ROAD;DALYELLUP;WA;6230;PO BOX 679;BUNBURY;WA;6231;-33.39985687;115.6228338;08 9796 5600;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;48;44;70;55;67;55;61;;;;;;;;;439
5133;DAMPIER PRIMARY SCHOOL;42 CHURCH ROAD;DAMPIER;WA;6713;42 CHURCH ROAD;DAMPIER;WA;6713;-20.6644723;116.70571695;08 9183 4300;PILBARA;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;21;31;25;24;26;27;17;27;;;;;;;;;198
5135;DANDARAGAN PRIMARY SCHOOL;DANDARAGAN ROAD;DANDARAGAN;WA;6507;PO BOX 91;DANDARAGAN;WA;6507;-30.67304886;115.7019541;08 9688 9900;MIDWEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;3;10;4;6;12;6;10;8;;;;;;;;;59
5136;DARDANUP PRIMARY SCHOOL;HAYWARD STREET;DARDANUP;WA;6236;HAYWARD STREET;DARDANUP;WA;6236;-33.40089693;115.7575813;08 9728 2060;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;21;28;27;33;14;22;20;22;;;;;;;;;187
5826;DARKAN PRIMARY SCHOOL;DARKAN SOUTH ROAD;DARKAN;WA;6392;DARKAN SOUTH ROAD;DARKAN;WA;6392;-33.33586626;116.7346573;08 6716 8900;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;7;6;5;9;7;6;14;14;;;;;;;;;68
4116;DARLING RANGE SPORTS COLLEGE;117 BERKSHIRE ROAD;FORRESTFIELD;WA;6058;117 BERKSHIRE ROAD;FORRESTFIELD;WA;6058;-31.97566063;116.01085969;08 9453 0100;SOUTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;228;205;213;205;135;137;;1,123
5138;DARLINGTON PRIMARY SCHOOL;2-14 AMHERST AVENUE;DARLINGTON;WA;6070;2-14 AMHERST AVENUE;DARLINGTON;WA;6070;-31.92015078;116.07754;08 9257 4000;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;47;46;43;37;58;47;37;46;;;;;;;;;361
5566;DAVALLIA PRIMARY SCHOOL;6 JUNIPER WAY;DUNCRAIG;WA;6023;6 JUNIPER WAY;DUNCRAIG;WA;6023;-31.84104283;115.7874618;08 9246 8750;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;63;68;63;87;68;80;81;58;;;;;;;;;568
5653;DAWSON PARK PRIMARY SCHOOL;120 BOUGAINVILLEA AVENUE;FORRESTFIELD;WA;6058;120 BOUGAINVILLEA AVENUE;FORRESTFIELD;WA;6058;-31.97788644;115.99998139;08 9483 2000;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;59;59;53;73;57;67;62;61;;;;;;;;;491
5691;DAWUL REMOTE COMMUNITY SCHOOL;DOON DOON STATION;KUNUNURRA;WA;6743;PO BOX 1881;KUNUNURRA;WA;6743;-16.306425;128.2465;08 9167 0000;KIMBERLEY;Remote Community Schools;PRIMARY SCHOOLS;KIN;Y06;2;1;2;3;;1;3;3;;;;;;;;;15
5874;DAYTON PRIMARY SCHOOL;290 ARTHUR STREET;DAYTON;WA;6055;290 ARTHUR STREET;DAYTON;WA;6055;-31.850991;115.975449;08 9461 2750;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;42;48;26;28;25;24;13;9;;;;;;;;;215
5414;DEANMORE PRIMARY SCHOOL;21 DEANMORE ROAD;KARRINYUP;WA;6018;21 DEANMORE ROAD;KARRINYUP;WA;6018;-31.88323747;115.76660762;08 9222 9250;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;68;53;59;65;70;68;59;52;;;;;;;;;494
5767;DENMARK PRIMARY SCHOOL;MITCHELL STREET;DENMARK;WA;6333;MITCHELL STREET;DENMARK;WA;6333;-34.96364766;117.3534296;08 9848 4700;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;46;48;60;62;46;54;79;57;;;;;;;;;452
4072;DENMARK SENIOR HIGH SCHOOL;956 SOUTH COAST HIGHWAY;DENMARK;WA;6333;956 SOUTH COAST HIGHWAY;DENMARK;WA;6333;-34.95741408;117.3645842;08 9848 0100;SOUTH WEST;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;92;83;70;72;50;57;;424
4073;DERBY DISTRICT HIGH SCHOOL;10 ANDERSON STREET;DERBY;WA;6728;PMB 958;DERBY;WA;6728;-17.30943881;123.63373904;08 9193 3000;KIMBERLEY;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;35;43;51;42;34;45;57;41;;49;48;47;30;28;19;;569
5144;DIANELLA HEIGHTS PRIMARY SCHOOL;9 BEAMAN STREET;DIANELLA;WA;6059;9 BEAMAN STREET;DIANELLA;WA;6059;-31.88273396;115.8661514;08 9218 1450;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;57;53;56;50;75;60;50;63;;;;;;;;;464
5309;DIANELLA PRIMARY COLLEGE;LAYTHORNE STREET;DIANELLA;WA;6059;LAYTHORNE STREET;DIANELLA;WA;6059;-31.87939428;115.8548645;08 9263 5100;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;46;59;53;52;48;51;59;;;;;;;;;408
4036;DIANELLA SECONDARY COLLEGE;180 NOLLAMARA AVENUE;DIANELLA;WA;6059;180 NOLLAMARA AVENUE;DIANELLA;WA;6059;-31.87818209;115.85490274;08 9345 9200;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;86;93;95;86;89;82;;531
6068;DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE;9 LAYTHORNE STREET;DIANELLA;WA;6059;9 LAYTHORNE STREET;DIANELLA;WA;6059;-31.879454;115.853534;08 9345 9272;NORTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;Y07;Y12;;;;;;;;;;23;21;16;14;17;17;;108
1405;DIVINE MERCY COLLEGE;326 YANGEBUP ROAD;YANGEBUP;WA;6164;326 YANGEBUP ROAD;YANGEBUP;WA;6164;-32.12468637;115.82516968;08 9417 3267;SOUTH METROPOLITAN;NON-GOVT SCHOOLS;NON-GOVERNMENT;KIN;Y12;14;15;20;26;21;19;25;25;;30;26;30;32;29;28;;340
5760;DJIDI DJIDI ABORIGINAL SCHOOL;ERICA ENTRANCE;BUNBURY;WA;6230;ERICA ENTRANCE;BUNBURY;WA;6230;-33.3480231;115.6823564;08 9724 9444;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;6;9;15;10;11;10;15;6;;;;;;;;;82
5098;DJUGERARI REMOTE COMMUNITY SCHOOL;FOURTH STREET;DJUGERARI COMMUNITY;WA;6765;PO BOX 112;FITZROY CROSSING;WA;6765;-18.988706;125.510396;08 9981 4460;KIMBERLEY;Remote Community Schools;PRIMARY SCHOOLS;PPR;Y06;;2;;1;;1;;1;;;;;;;;;5
4131;DONGARA DISTRICT HIGH SCHOOL;13 CAVE WAY;DONGARA;WA;6525;13 CAVE WAY;DONGARA;WA;6525;-29.24926582;114.9285663;08 9927 7200;MIDWEST;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y12;20;24;29;32;30;30;37;39;;20;29;31;27;12;8;;368
4074;DONNYBROOK DISTRICT HIGH SCHOOL;10 BENTLEY STREET;DONNYBROOK;WA;6239;10 BENTLEY STREET;DONNYBROOK;WA;6239;-33.57479874;115.82099253;08 9732 4300;SOUTH WEST;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y10;39;52;27;50;32;45;34;58;;27;30;23;34;;;;451
5150;DOUBLEVIEW PRIMARY SCHOOL;273 FLAMBOROUGH STREET;DOUBLEVIEW;WA;6018;273 FLAMBOROUGH STREET;DOUBLEVIEW;WA;6018;-31.89845085;115.77766165;08 9392 7400;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;56;55;63;62;66;52;60;62;;;;;;;;;476
4075;DOWERIN DISTRICT HIGH SCHOOL;35 MEMORIAL AVENUE;DOWERIN;WA;6461;35 MEMORIAL AVENUE;DOWERIN;WA;6461;-31.19174;117.037882;08 9631 4400;WHEATBELT;District High Schools;DISTRICT HIGH SCHOOLS;KIN;Y11;10;14;14;16;10;13;13;13;;10;13;11;8;1;;;146
5694;DRYANDRA PRIMARY SCHOOL;45 DRYANDRA DRIVE;MIRRABOOKA;WA;6061;45 DRYANDRA DRIVE;MIRRABOOKA;WA;6061;-31.85529627;115.86235222;08 9345 6400;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;23;31;29;28;22;33;26;27;;;;;;;;;219
5587;DUDLEY PARK PRIMARY SCHOOL;GILLARK STREET;MANDURAH;WA;6210;PO BOX 915;MANDURAH;WA;6210;-32.54121027;115.735351;08 9586 0650;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;41;51;50;56;45;47;51;;;;;;;;;381
5773;DUMBLEYUNG PRIMARY SCHOOL;49 TAYLOR STREET;DUMBLEYUNG;WA;6350;49 TAYLOR STREET;DUMBLEYUNG;WA;6350;-33.31275734;117.73867522;08 9863 2500;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;5;6;7;4;6;4;4;5;;;;;;;;;41
5575;DUNCRAIG PRIMARY SCHOOL;21 ROCHE ROAD;DUNCRAIG;WA;6023;21 ROCHE ROAD;DUNCRAIG;WA;6023;-31.83197629;115.77075437;08 6224 2150;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;58;51;57;60;64;53;64;47;;;;;;;;;454
4129;DUNCRAIG SENIOR HIGH SCHOOL;22 SULLIVAN ROAD;DUNCRAIG;WA;6023;22 SULLIVAN ROAD;DUNCRAIG;WA;6023;-31.82190527;115.767131;08 6241 5400;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;315;339;332;307;288;210;;1,791
5155;DUNSBOROUGH PRIMARY SCHOOL;40 TURNER STREET;DUNSBOROUGH;WA;6281;TURNER STREET;DUNSBOROUGH;WA;6281;-33.60060793;115.09979122;08 9781 3777;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;85;84;74;96;84;105;92;92;;;;;;;;;712
6029;DURHAM ROAD SCHOOL;37 DURHAM ROAD;BAYSWATER;WA;6053;37 DURHAM ROAD;BAYSWATER;WA;6053;-31.91510281;115.91859797;08 9238 0900;NORTH METROPOLITAN;Education Support Schools;EDUCATION SUPPORT;KIN;Y12;12;20;33;21;17;26;12;15;;19;11;16;18;15;5;;240
5157;DWELLINGUP PRIMARY SCHOOL;10 NEWTON STREET;DWELLINGUP;WA;6213;10 NEWTON STREET;DWELLINGUP;WA;6213;-32.71529394;116.0641876;08 9538 5100;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;5;8;4;5;10;3;7;7;;;;;;;;;49
5626;EAST BEECHBORO PRIMARY SCHOOL;BROCKMILL AVENUE;BEECHBORO;WA;6063;BROCKMILL AVENUE;BEECHBORO;WA;6063;-31.87236969;115.9508182;08 6216 1900;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;35;42;48;55;54;53;51;58;;;;;;;;;396
5801;EAST BUTLER PRIMARY SCHOOL;7 AMERSHAM CRESCENT;BUTLER;WA;6036;7 AMERSHAM CRESCENT;BUTLER;WA;6036;-31.6437585;115.71175964;08 9561 7777;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;36;36;37;36;42;44;44;49;;;;;;;;;324
5177;EAST FREMANTLE PRIMARY SCHOOL;8 FORREST STREET;FREMANTLE;WA;6160;8 FORREST STREET;FREMANTLE;WA;6160;-32.04789275;115.75914837;08 9432 1200;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;51;53;49;65;50;73;59;;;;;;;;;440
5627;EAST HAMERSLEY PRIMARY SCHOOL;20 DOON WAY;HAMERSLEY;WA;6022;20 DOON WAY;HAMERSLEY;WA;6022;-31.84763444;115.81860514;08 9462 9550;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;34;40;35;28;41;34;26;23;;;;;;;;;261
5201;EAST HAMILTON HILL PRIMARY SCHOOL;27 BRADBURY ROAD;HAMILTON HILL;WA;6163;27 BRADBURY ROAD;HAMILTON HILL;WA;6163;-32.07753718;115.7892828;08 9487 9300;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;41;26;25;20;24;42;28;21;;;;;;;;;227
5232;EAST KALGOORLIE PRIMARY SCHOOL;4 MAFEKING STREET;KALGOORLIE;WA;6430;PO BOX 10501;KALGOORLIE PO;WA;6433;-30.74742189;121.4854297;08 9068 2400;GOLDFIELDS;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;20;22;24;22;23;14;13;17;;;;;;;;;155
5634;EAST KENWICK PRIMARY SCHOOL;96 KENWICK ROAD;KENWICK;WA;6107;96 KENWICK ROAD;KENWICK;WA;6107;-32.03172749;115.9796025;08 6216 4150;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;39;53;54;47;72;37;55;34;;;;;;;;;391
4123;EAST KIMBERLEY COLLEGE;MANGALOO STREET;KUNUNURRA;WA;6743;PO BOX 617;KUNUNURRA;WA;6743;-15.76888254;128.7361825;08 9168 4400;KIMBERLEY;K-12 SCHOOLS;K-12 SCHOOLS;KIN;Y12;66;71;68;75;61;83;73;62;;77;72;69;56;35;30;;898
5571;EAST MADDINGTON PRIMARY SCHOOL;79 PITCHFORD AVENUE;MADDINGTON;WA;6109;79 PITCHFORD AVENUE;MADDINGTON;WA;6109;-32.05542616;116.00412338;08 9217 8650;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;42;59;42;48;59;62;53;65;;;;;;;;;430
5537;EAST MANJIMUP PRIMARY SCHOOL;CNR YOUNG/OCONNOR STREETS;MANJIMUP;WA;6258;O'CONNOR STREET;MANJIMUP;WA;6258;-34.24502646;116.151728;08 9771 9200;SOUTH WEST;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;30;34;32;27;31;31;39;38;;;;;;;;;262
5342;EAST NARROGIN PRIMARY SCHOOL;HOMER STREET;NARROGIN;WA;6312;HOMER STREET;NARROGIN;WA;6312;-32.93547426;117.1883722;08 9882 1600;WHEATBELT;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;11;13;13;13;8;13;14;26;;;;;;;;;111
6065;EAST VICTORIA PARK EDUCATION SUPPORT CENTRE;30 BEATTY AVENUE;EAST VICTORIA PARK;WA;6101;30 BEATTY AVENUE;EAST VICTORIA PARK;WA;6101;-31.97884722;115.90808968;08 6228 0750;SOUTH METROPOLITAN;Education Support Centres;EDUCATION SUPPORT;KIN;Y06;6;5;7;8;6;7;3;4;;;;;;;;;46
5445;EAST VICTORIA PARK PRIMARY SCHOOL;30 BEATTY AVENUE;EAST VICTORIA PARK;WA;6101;30 BEATTY AVENUE;EAST VICTORIA PARK;WA;6101;-31.97884722;115.90808968;08 6228 0700;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;56;50;56;54;62;48;44;;;;;;;;;410
5681;EAST WAIKIKI PRIMARY SCHOOL;21 GIBB ROAD;COOLOONGUP;WA;6168;21 GIBB ROAD;COOLOONGUP;WA;6168;-32.3040885;115.76053639;08 9591 6600;SOUTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;40;42;30;46;44;50;52;50;;;;;;;;;354
5577;EAST WANNEROO PRIMARY SCHOOL;32 HIGH ROAD;WANNEROO;WA;6065;32 HIGH ROAD;WANNEROO;WA;6065;-31.7568505;115.81681493;08 6207 3600;NORTH METROPOLITAN;Primary Schools;PRIMARY SCHOOLS;KIN;Y06;41;36;45;40;42;41;51;40;;;;;;;;;336
4182;EASTERN GOLDFIELDS COLLEGE;70 CASSIDY STREET;KALGOORLIE;WA;6430;LOCKED BAG 33;KALGOORLIE PO;WA;6433;-30.75101639;121.47537458;08 9092 3100;GOLDFIELDS;Senior Colleges;SECONDARY SCHOOLS;Y11;Y12;;;;;;;;;;;;;;239;153;;392
6078;EASTERN GOLDFIELDS EDUCATION SUPPORT CENTRE;BOOMERANG CRESCENT;KALGOORLIE;WA;6430;PMB 9;KALGOORLIE;WA;6433;-30.76705062;121.4788763;08 9092 0000;GOLDFIELDS;Education Support Centres;EDUCATION SUPPORT;Y07;Y12;;;;;;;;;;6;5;13;14;9;6;;53
8365;EASTERN HILLS COMMUNITY KINDERGARTEN AND PLAYGROUP;20B CHIDLOW STREET;MOUNT HELENA;WA;6082;PO BOX 105;MOUNT HELENA;WA;6082;-31.8749;116.216;08 9572 1875;NORTH METROPOLITAN;Community Kindergartens;COMMUNITY KINDERGARTENS;KIN;KIN;6;;;;;;;;;;;;;;;;6
4017;EASTERN HILLS SENIOR HIGH SCHOOL;LOT 289 KEANE STREET EAST;MOUNT HELENA;WA;6082;LOT 289 KEANE STREET EAST;MOUNT HELENA;WA;6082;-31.87396818;116.2200892;08 9573 0300;NORTH METROPOLITAN;Senior High Schools;SECONDARY SCHOOLS;Y07;Y12;;;;;;;;;;142;140;152;163;153;127;;877
